Unnamed: 0,institute_type,round_no,Branch,quota,category,Closing_CutOff,location,College Name
1846,Private,1,Automation and Robotics,Home,OPEN,40,Nashik,"Sandip Foundation, Sandip Institute of Technology and Research Centre, Mahiravani, Nashik"
1847,Private,1,Automation and Robotics,Home,NT2,19,Nashik,"Sandip Foundation, Sandip Institute of Technology and Research Centre, Mahiravani, Nashik"
1848,Private,1,Automation and Robotics,Home,OBC,32,Nashik,"Sandip Foundation, Sandip Institute of Technology and Research Centre, Mahiravani, Nashik"
1849,Private,1,Automation and Robotics,Home,LOPEN,26,Nashik,"Sandip Foundation, Sandip Institute of Technology and Research Centre, Mahiravani, Nashik"
1850,Private,1,Automation and Robotics,Home,LOBC,27,Nashik,"Sandip Foundation, Sandip Institute of Technology and Research Centre, Mahiravani, Nashik"
1851,Private,1,Automation and Robotics,Other,SC,2,Nashik,"Sandip Foundation, Sandip Institute of Technology and Research Centre, Mahiravani, Nashik"
1852,Private,1,Artificial Intelligence and Data Science,Home,OPEN,73,Nashik,"Sandip Foundation, Sandip Institute of Technology and Research Centre, Mahiravani, Nashik"
1853,Private,1,Artificial Intelligence and Data Science,Home,SC,55,Nashik,"Sandip Foundation, Sandip Institute of Technology and Research Centre, Mahiravani, Nashik"
1854,Private,1,Artificial Intelligence and Data Science,Home,VJ,48,Nashik,"Sandip Foundation, Sandip Institute of Technology and Research Centre, Mahiravani, Nashik"
1855,Private,1,Artificial Intelligence and Data Science,Home,NT1,57,Nashik,"Sandip Foundation, Sandip Institute of Technology and Research Centre, Mahiravani, Nashik"
1856,Private,1,Artificial Intelligence and Data Science,Home,NT2,71,Nashik,"Sandip Foundation, Sandip Institute of Technology and Research Centre, Mahiravani, Nashik"
1857,Private,1,Artificial Intelligence and Data Science,Home,OBC,71,Nashik,"Sandip Foundation, Sandip Institute of Technology and Research Centre, Mahiravani, Nashik"
1858,Private,1,Artificial Intelligence and Data Science,Home,LOPEN,70,Nashik,"Sandip Foundation, Sandip Institute of Technology and Research Centre, Mahiravani, Nashik"
1859,Private,1,Artificial Intelligence and Data Science,Home,LOBC,69,Nashik,"Sandip Foundation, Sandip Institute of Technology and Research Centre, Mahiravani, Nashik"
1860,Private,1,Artificial Intelligence and Data Science,Other,OPEN,74,Nashik,"Sandip Foundation, Sandip Institute of Technology and Research Centre, Mahiravani, Nashik"
1861,Private,1,Artificial Intelligence and Data Science,Other,SC,71,Nashik,"Sandip Foundation, Sandip Institute of Technology and Research Centre, Mahiravani, Nashik"
1862,Private,1,Artificial Intelligence and Data Science,Other,NT2,45,Nashik,"Sandip Foundation, Sandip Institute of Technology and Research Centre, Mahiravani, Nashik"
1863,Private,1,Artificial Intelligence and Data Science,Other,OBC,72,Nashik,"Sandip Foundation, Sandip Institute of Technology and Research Centre, Mahiravani, Nashik"
1864,Private,1,Artificial Intelligence and Data Science,Other,LOPEN,69,Nashik,"Sandip Foundation, Sandip Institute of Technology and Research Centre, Mahiravani, Nashik"
1865,Private,1,Artificial Intelligence and Data Science,Other,LOBC,68,Nashik,"Sandip Foundation, Sandip Institute of Technology and Research Centre, Mahiravani, Nashik"
1866,Private,1,Computer Engineering,Home,OPEN,58,Nashik,"Jawahar Education Society's Institute of Technology Management & Research [JIT], Nashik"
1867,Private,1,Computer Engineering,Home,SC,23,Nashik,"Jawahar Education Society's Institute of Technology Management & Research [JIT], Nashik"
1868,Private,1,Computer Engineering,Home,VJ,19,Nashik,"Jawahar Education Society's Institute of Technology Management & Research [JIT], Nashik"
1869,Private,1,Computer Engineering,Home,NT1,39,Nashik,"Jawahar Education Society's Institute of Technology Management & Research [JIT], Nashik"
1870,Private,1,Computer Engineering,Home,NT2,57,Nashik,"Jawahar Education Society's Institute of Technology Management & Research [JIT], Nashik"
1871,Private,1,Computer Engineering,Home,OBC,57,Nashik,"Jawahar Education Society's Institute of Technology Management & Research [JIT], Nashik"
1872,Private,1,Computer Engineering,Home,LOPEN,68,Nashik,"Jawahar Education Society's Institute of Technology Management & Research [JIT], Nashik"
1873,Private,1,Computer Engineering,Home,LOBC,64,Nashik,"Jawahar Education Society's Institute of Technology Management & Research [JIT], Nashik"
1874,Private,1,Computer Engineering,Other,OPEN,64,Nashik,"Jawahar Education Society's Institute of Technology Management & Research [JIT], Nashik"
1875,Private,1,Computer Engineering,Other,SC,48,Nashik,"Jawahar Education Society's Institute of Technology Management & Research [JIT], Nashik"
1876,Private,1,Computer Engineering,Other,ST,37,Nashik,"Jawahar Education Society's Institute of Technology Management & Research [JIT], Nashik"
1877,Private,1,Computer Engineering,Other,OBC,62,Nashik,"Jawahar Education Society's Institute of Technology Management & Research [JIT], Nashik"
1878,Private,1,Computer Engineering,Other,LOPEN,73,Nashik,"Jawahar Education Society's Institute of Technology Management & Research [JIT], Nashik"
1879,Private,1,Computer Engineering,Other,LOBC,58,Nashik,"Jawahar Education Society's Institute of Technology Management & Research [JIT], Nashik"
1880,Private,1,Information Technology,Home,OPEN,55,Nashik,"Jawahar Education Society's Institute of Technology Management & Research [JIT], Nashik"
1881,Private,1,Information Technology,Home,SC,23,Nashik,"Jawahar Education Society's Institute of Technology Management & Research [JIT], Nashik"
1882,Private,1,Information Technology,Home,VJ,54,Nashik,"Jawahar Education Society's Institute of Technology Management & Research [JIT], Nashik"
1883,Private,1,Information Technology,Home,NT1,22,Nashik,"Jawahar Education Society's Institute of Technology Management & Research [JIT], Nashik"
1884,Private,1,Information Technology,Home,NT2,39,Nashik,"Jawahar Education Society's Institute of Technology Management & Research [JIT], Nashik"
1885,Private,1,Information Technology,Home,OBC,51,Nashik,"Jawahar Education Society's Institute of Technology Management & Research [JIT], Nashik"
1886,Private,1,Information Technology,Home,LOPEN,56,Nashik,"Jawahar Education Society's Institute of Technology Management & Research [JIT], Nashik"
1887,Private,1,Information Technology,Home,LOBC,55,Nashik,"Jawahar Education Society's Institute of Technology Management & Research [JIT], Nashik"
1888,Private,1,Information Technology,Other,OPEN,69,Nashik,"Jawahar Education Society's Institute of Technology Management & Research [JIT], Nashik"
1889,Private,1,Information Technology,Other,SC,38,Nashik,"Jawahar Education Society's Institute of Technology Management & Research [JIT], Nashik"
1890,Private,1,Information Technology,Other,VJ,52,Nashik,"Jawahar Education Society's Institute of Technology Management & Research [JIT], Nashik"
1891,Private,1,Information Technology,Other,OBC,59,Nashik,"Jawahar Education Society's Institute of Technology Management & Research [JIT], Nashik"
1892,Private,1,Information Technology,Other,LOPEN,61,Nashik,"Jawahar Education Society's Institute of Technology Management & Research [JIT], Nashik"
1893,Private,1,Information Technology,Other,LOBC,58,Nashik,"Jawahar Education Society's Institute of Technology Management & Research [JIT], Nashik"
1894,Private,1,Artificial Intelligence (AI) and Data Science,Home,OPEN,43,Nashik,"Jawahar Education Society's Institute of Technology Management & Research [JIT], Nashik"
1895,Private,1,Artificial Intelligence (AI) and Data Science,Home,SC,12,Nashik,"Jawahar Education Society's Institute of Technology Management & Research [JIT], Nashik"
1896,Private,1,Artificial Intelligence (AI) and Data Science,Home,NT2,39,Nashik,"Jawahar Education Society's Institute of Technology Management & Research [JIT], Nashik"
1897,Private,1,Artificial Intelligence (AI) and Data Science,Home,OBC,36,Nashik,"Jawahar Education Society's Institute of Technology Management & Research [JIT], Nashik"
1898,Private,1,Artificial Intelligence (AI) and Data Science,Home,LOPEN,36,Nashik,"Jawahar Education Society's Institute of Technology Management & Research [JIT], Nashik"
1899,Private,1,Artificial Intelligence (AI) and Data Science,Home,LOBC,35,Nashik,"Jawahar Education Society's Institute of Technology Management & Research [JIT], Nashik"
1900,Private,1,Artificial Intelligence (AI) and Data Science,Other,VJ,13,Nashik,"Jawahar Education Society's Institute of Technology Management & Research [JIT], Nashik"
1901,Private,1,Artificial Intelligence (AI) and Data Science,Other,NT1,19,Nashik,"Jawahar Education Society's Institute of Technology Management & Research [JIT], Nashik"
1902,Private,1,Civil Engineering,Home,OPEN,43,Nashik,"Late GN Sapkal College of Engineering, Nashik"
1903,Private,1,Civil Engineering,Home,LOPEN,0,Nashik,"Late GN Sapkal College of Engineering, Nashik"
1904,Private,1,Computer Engineering,Home,OPEN,67,Nashik,"Late GN Sapkal College of Engineering, Nashik"
1905,Private,1,Computer Engineering,Home,SC,39,Nashik,"Late GN Sapkal College of Engineering, Nashik"
1906,Private,1,Computer Engineering,Home,VJ,58,Nashik,"Late GN Sapkal College of Engineering, Nashik"
1907,Private,1,Computer Engineering,Home,NT1,62,Nashik,"Late GN Sapkal College of Engineering, Nashik"
1908,Private,1,Computer Engineering,Home,NT2,62,Nashik,"Late GN Sapkal College of Engineering, Nashik"
1909,Private,1,Computer Engineering,Home,OBC,66,Nashik,"Late GN Sapkal College of Engineering, Nashik"
1910,Private,1,Computer Engineering,Home,LOPEN,67,Nashik,"Late GN Sapkal College of Engineering, Nashik"
1911,Private,1,Computer Engineering,Home,LOBC,66,Nashik,"Late GN Sapkal College of Engineering, Nashik"
1912,Private,1,Computer Engineering,Other,OPEN,69,Nashik,"Late GN Sapkal College of Engineering, Nashik"
1913,Private,1,Computer Engineering,Other,SC,58,Nashik,"Late GN Sapkal College of Engineering, Nashik"
1914,Private,1,Computer Engineering,Other,ST,11,Nashik,"Late GN Sapkal College of Engineering, Nashik"
1915,Private,1,Computer Engineering,Other,OBC,67,Nashik,"Late GN Sapkal College of Engineering, Nashik"
1916,Private,1,Computer Engineering,Other,LOPEN,68,Nashik,"Late GN Sapkal College of Engineering, Nashik"
1917,Private,1,Computer Engineering,Other,OBC,65,Nashik,"Late GN Sapkal College of Engineering, Nashik"
1918,Private,1,Electrical Engineering,Home,OPEN,7,Nashik,"Late GN Sapkal College of Engineering, Nashik"
1919,Private,1,Electrical Engineering,Home,LOPEN,18,Nashik,"Late GN Sapkal College of Engineering, Nashik"
1920,Private,1,Electrical Engineering,Other,OPEN,5,Nashik,"Late GN Sapkal College of Engineering, Nashik"
1921,Private,1,Electronics and Telecommunication Eng,Home,OPEN,48,Nashik,"Late GN Sapkal College of Engineering, Nashik"
1922,Private,1,Electronics and Telecommunication Eng,Home,NT1,46,Nashik,"Late GN Sapkal College of Engineering, Nashik"
1923,Private,1,Electronics and Telecommunication Eng,Home,NT2,43,Nashik,"Late GN Sapkal College of Engineering, Nashik"
1924,Private,1,Electronics and Telecommunication Eng,Home,OBC,43,Nashik,"Late GN Sapkal College of Engineering, Nashik"
1925,Private,1,Electronics and Telecommunication Eng,Home,LOBC,48,Nashik,"Late GN Sapkal College of Engineering, Nashik"
1926,Private,1,Electronics and Telecommunication Eng,Home,LOPEN,52,Nashik,"Late GN Sapkal College of Engineering, Nashik"
1927,Private,1,Electronics and Telecommunication Eng,Other,SC,36,Nashik,"Late GN Sapkal College of Engineering, Nashik"
1928,Private,1,Mechanical Engineering,Home,OPEN,7,Nashik,"Late GN Sapkal College of Engineering, Nashik"
1929,Private,1,Mechanical Engineering,,LOPEN,11,Nashik,"Late GN Sapkal College of Engineering, Nashik"
1930,Private,1,Civil Engineering,Home,OPEN,0,Nashik,"Matoshri College of Engineering and Research Centre - [MCOERC] Eklahare, Nashik"
1931,Private,1,Civil Engineering,Home,LOPEN,3,Nashik,"Matoshri College of Engineering and Research Centre - [MCOERC] Eklahare, Nashik"
1932,Private,1,Civil Engineering,Other,OPEN,65,Nashik,"Matoshri College of Engineering and Research Centre - [MCOERC] Eklahare, Nashik"
1933,Private,1,Computer Engineering,Home,OPEN,71,Nashik,"Matoshri College of Engineering and Research Centre - [MCOERC] Eklahare, Nashik"
1934,Private,1,Computer Engineering,Home,SC,46,Nashik,"Matoshri College of Engineering and Research Centre - [MCOERC] Eklahare, Nashik"
1935,Private,1,Computer Engineering,Home,ST,32,Nashik,"Matoshri College of Engineering and Research Centre - [MCOERC] Eklahare, Nashik"
1936,Private,1,Computer Engineering,Home,VJ,67,Nashik,"Matoshri College of Engineering and Research Centre - [MCOERC] Eklahare, Nashik"
1937,Private,1,Computer Engineering,Home,NT1,66,Nashik,"Matoshri College of Engineering and Research Centre - [MCOERC] Eklahare, Nashik"
1938,Private,1,Computer Engineering,Home,NT2,61,Nashik,"Matoshri College of Engineering and Research Centre - [MCOERC] Eklahare, Nashik"
1939,Private,1,Computer Engineering,Home,OBC,70,Nashik,"Matoshri College of Engineering and Research Centre - [MCOERC] Eklahare, Nashik"
1940,Private,1,Computer Engineering,Home,LOPEN,73,Nashik,"Matoshri College of Engineering and Research Centre - [MCOERC] Eklahare, Nashik"
1941,Private,1,Computer Engineering,Home,LOBC,71,Nashik,"Matoshri College of Engineering and Research Centre - [MCOERC] Eklahare, Nashik"
1942,Private,1,Information Technology,Home,OPEN,70,Nashik,"Matoshri College of Engineering and Research Centre - [MCOERC] Eklahare, Nashik"
1943,Private,1,Information Technology,Home,SC,50,Nashik,"Matoshri College of Engineering and Research Centre - [MCOERC] Eklahare, Nashik"
1944,Private,1,Information Technology,Home,ST,7,Nashik,"Matoshri College of Engineering and Research Centre - [MCOERC] Eklahare, Nashik"
1945,Private,1,Information Technology,Home,VJ,60,Nashik,"Matoshri College of Engineering and Research Centre - [MCOERC] Eklahare, Nashik"
1946,Private,1,Information Technology,Home,NT1,68,Nashik,"Matoshri College of Engineering and Research Centre - [MCOERC] Eklahare, Nashik"
1947,Private,1,Information Technology,Home,NT2,67,Nashik,"Matoshri College of Engineering and Research Centre - [MCOERC] Eklahare, Nashik"
1948,Private,1,Information Technology,Home,OBC,69,Nashik,"Matoshri College of Engineering and Research Centre - [MCOERC] Eklahare, Nashik"
1949,Private,1,Information Technology,Home,LOPEN,73,Nashik,"Matoshri College of Engineering and Research Centre - [MCOERC] Eklahare, Nashik"
1950,Private,1,Information Technology,Home,LOBC,71,Nashik,"Matoshri College of Engineering and Research Centre - [MCOERC] Eklahare, Nashik"
1951,Private,1,Electrical Engineering,Home,OPEN,26,Nashik,"Matoshri College of Engineering and Research Centre - [MCOERC] Eklahare, Nashik"
1952,Private,1,Electrical Engineering,Home,NT2,19,Nashik,"Matoshri College of Engineering and Research Centre - [MCOERC] Eklahare, Nashik"
1953,Private,1,Electrical Engineering,Home,OBC,14,Nashik,"Matoshri College of Engineering and Research Centre - [MCOERC] Eklahare, Nashik"
1954,Private,1,Electrical Engineering,Home,LOPEN,40,Nashik,"Matoshri College of Engineering and Research Centre - [MCOERC] Eklahare, Nashik"
1955,Private,1,Electrical Engineering,Home,LOBC,36,Nashik,"Matoshri College of Engineering and Research Centre - [MCOERC] Eklahare, Nashik"
1956,Private,1,Electronics and Telecommunication Engineering,Home,OPEN,56,Nashik,"Matoshri College of Engineering and Research Centre - [MCOERC] Eklahare, Nashik"
1957,Private,1,Electronics and Telecommunication Engineering,Home,SC,21,Nashik,"Matoshri College of Engineering and Research Centre - [MCOERC] Eklahare, Nashik"
1958,Private,1,Electronics and Telecommunication Engineering,Home,VJ,22,Nashik,"Matoshri College of Engineering and Research Centre - [MCOERC] Eklahare, Nashik"
1959,Private,1,Electronics and Telecommunication Engineering,Home,NT1,20,Nashik,"Matoshri College of Engineering and Research Centre - [MCOERC] Eklahare, Nashik"
1960,Private,1,Electronics and Telecommunication Engineering,Home,NT2,54,Nashik,"Matoshri College of Engineering and Research Centre - [MCOERC] Eklahare, Nashik"
1961,Private,1,Electronics and Telecommunication Engineering,Home,OBC,54,Nashik,"Matoshri College of Engineering and Research Centre - [MCOERC] Eklahare, Nashik"
1962,Private,1,Electronics and Telecommunication Engineering,Home,LOPEN,60,Nashik,"Matoshri College of Engineering and Research Centre - [MCOERC] Eklahare, Nashik"
1963,Private,1,Electronics and Telecommunication Engineering,Home,LOBC,57,Nashik,"Matoshri College of Engineering and Research Centre - [MCOERC] Eklahare, Nashik"
1964,Private,1,Mechanical Engineering,Home,OPEN,33,Nashik,"Matoshri College of Engineering and Research Centre - [MCOERC] Eklahare, Nashik"
1965,Private,1,Mechanical Engineering,Home,NT1,11,Nashik,"Matoshri College of Engineering and Research Centre - [MCOERC] Eklahare, Nashik"
1966,Private,1,Mechanical Engineering,Home,OBC,12,Nashik,"Matoshri College of Engineering and Research Centre - [MCOERC] Eklahare, Nashik"
1967,Private,1,Mechanical Engineering,Home,LOPEN,8,Nashik,"Matoshri College of Engineering and Research Centre - [MCOERC] Eklahare, Nashik"
1968,Private,1,Mechanical Engineering,Home,LOBC,10,Nashik,"Matoshri College of Engineering and Research Centre - [MCOERC] Eklahare, Nashik"
1969,Private,1,Artificial Intelligence and Data Science,Home,OPEN,63,Nashik,"Matoshri College of Engineering and Research Centre - [MCOERC] Eklahare, Nashik"
1970,Private,1,Artificial Intelligence and Data Science,Home,SC,38,Nashik,"Matoshri College of Engineering and Research Centre - [MCOERC] Eklahare, Nashik"
1971,Private,1,Artificial Intelligence and Data Science,Home,VJ,54,Nashik,"Matoshri College of Engineering and Research Centre - [MCOERC] Eklahare, Nashik"
1972,Private,1,Artificial Intelligence and Data Science,Home,NT1,51,Nashik,"Matoshri College of Engineering and Research Centre - [MCOERC] Eklahare, Nashik"
1973,Private,1,Artificial Intelligence and Data Science,Home,NT2,33,Nashik,"Matoshri College of Engineering and Research Centre - [MCOERC] Eklahare, Nashik"
1974,Private,1,Artificial Intelligence and Data Science,Home,OBC,62,Nashik,"Matoshri College of Engineering and Research Centre - [MCOERC] Eklahare, Nashik"
1975,Private,1,Artificial Intelligence and Data Science,Home,LOPEN,66,Nashik,"Matoshri College of Engineering and Research Centre - [MCOERC] Eklahare, Nashik"
1976,Private,1,Artificial Intelligence and Data Science,Home,LOBC,63,Nashik,"Matoshri College of Engineering and Research Centre - [MCOERC] Eklahare, Nashik"
1977,Private,1,Civil Engineering,Home,OPEN,6,Nashik,"Loknete Gopinathji Munde Institute of Engineering Education & Research - [LOGMIEER], Nashik"
1978,Private,1,Civil Engineering,Home,LOPEN,37,Nashik,"Loknete Gopinathji Munde Institute of Engineering Education & Research - [LOGMIEER], Nashik"
1979,Private,1,Computer Engineering,Home,OPEN,72,Nashik,"Loknete Gopinathji Munde Institute of Engineering Education & Research - [LOGMIEER], Nashik"
1980,Private,1,Computer Engineering,Home,SC,54,Nashik,"Loknete Gopinathji Munde Institute of Engineering Education & Research - [LOGMIEER], Nashik"
1981,Private,1,Computer Engineering,Home,ST,69,Nashik,"Loknete Gopinathji Munde Institute of Engineering Education & Research - [LOGMIEER], Nashik"
1982,Private,1,Computer Engineering,Home,NT1,57,Nashik,"Loknete Gopinathji Munde Institute of Engineering Education & Research - [LOGMIEER], Nashik"
1983,Private,1,Computer Engineering,Home,NT2,62,Nashik,"Loknete Gopinathji Munde Institute of Engineering Education & Research - [LOGMIEER], Nashik"
1984,Private,1,Computer Engineering,Home,LOPEN,75,Nashik,"Loknete Gopinathji Munde Institute of Engineering Education & Research - [LOGMIEER], Nashik"
1985,Private,1,Computer Engineering,Home,LOBC,75,Nashik,"Loknete Gopinathji Munde Institute of Engineering Education & Research - [LOGMIEER], Nashik"
1986,Private,1,Computer Engineering,Other,OPEN,72,Nashik,"Loknete Gopinathji Munde Institute of Engineering Education & Research - [LOGMIEER], Nashik"
1987,Private,1,Computer Engineering,Other,SC,57,Nashik,"Loknete Gopinathji Munde Institute of Engineering Education & Research - [LOGMIEER], Nashik"
1988,Private,1,Computer Engineering,Other,ST,45,Nashik,"Loknete Gopinathji Munde Institute of Engineering Education & Research - [LOGMIEER], Nashik"
1989,Private,1,Computer Engineering,Other,OBC,71,Nashik,"Loknete Gopinathji Munde Institute of Engineering Education & Research - [LOGMIEER], Nashik"
1990,Private,1,Computer Engineering,Other,LOPEN,73,Nashik,"Loknete Gopinathji Munde Institute of Engineering Education & Research - [LOGMIEER], Nashik"
1991,Private,1,Computer Engineering,Other,LOBC,71,Nashik,"Loknete Gopinathji Munde Institute of Engineering Education & Research - [LOGMIEER], Nashik"
1992,Private,1,Electrical Engineering,Home,OPEN,14,Nashik,"Loknete Gopinathji Munde Institute of Engineering Education & Research - [LOGMIEER], Nashik"
1993,Private,1,Electrical Engineering,Home,OBC,2,Nashik,"Loknete Gopinathji Munde Institute of Engineering Education & Research - [LOGMIEER], Nashik"
1994,Private,1,Electrical Engineering,Home,LOPEN,10,Nashik,"Loknete Gopinathji Munde Institute of Engineering Education & Research - [LOGMIEER], Nashik"
1995,Private,1,Electrical Engineering,Other,OPEN,7,Nashik,"Loknete Gopinathji Munde Institute of Engineering Education & Research - [LOGMIEER], Nashik"
1996,Private,1,Mechanical Engineering,Home,OPEN,1,Nashik,"Loknete Gopinathji Munde Institute of Engineering Education & Research - [LOGMIEER], Nashik"
1997,Private,1,Mechanical Engineering,Home,LOPEN,45,Nashik,"Loknete Gopinathji Munde Institute of Engineering Education & Research - [LOGMIEER], Nashik"
1998,Private,1,Mechanical Engineering,Other,OPEN,43,Nashik,"Loknete Gopinathji Munde Institute of Engineering Education & Research - [LOGMIEER], Nashik"
1999,Private,1,Artificial Intelligence and Machine Learning,Home,OPEN,54,Nashik,"Loknete Gopinathji Munde Institute of Engineering Education & Research - [LOGMIEER], Nashik"
2000,Private,1,Artificial Intelligence and Machine Learning,Home,SC,25,Nashik,"Loknete Gopinathji Munde Institute of Engineering Education & Research - [LOGMIEER], Nashik"
2001,Private,1,Artificial Intelligence and Machine Learning,Home,OBC,52,Nashik,"Loknete Gopinathji Munde Institute of Engineering Education & Research - [LOGMIEER], Nashik"
2002,Private,1,Artificial Intelligence and Machine Learning,Home,LOPEN,55,Nashik,"Loknete Gopinathji Munde Institute of Engineering Education & Research - [LOGMIEER], Nashik"
2003,Private,1,Artificial Intelligence and Machine Learning,Home,LOBC,55,Nashik,"Loknete Gopinathji Munde Institute of Engineering Education & Research - [LOGMIEER], Nashik"
2004,Private,1,Artificial Intelligence and Machine Learning,Other,VJ,0,Nashik,"Loknete Gopinathji Munde Institute of Engineering Education & Research - [LOGMIEER], Nashik"
2005,Private,1,Civil Engineering,Home,OPEN,6,Nashik,"R. H.  Sapat College of Engineering, Management Studies And Research- Nashik"
2006,Private,1,Civil Engineering,Home,OBC,1,Nashik,"R. H.  Sapat College of Engineering, Management Studies And Research- Nashik"
2007,Private,1,Civil Engineering,Home,LOPEN,1,Nashik,"R. H.  Sapat College of Engineering, Management Studies And Research- Nashik"
2008,Private,1,Computer Engineering,Home,OPEN,84,Nashik,"R. H.  Sapat College of Engineering, Management Studies And Research- Nashik"
2009,Private,1,Computer Engineering,Home,SC,62,Nashik,"R. H.  Sapat College of Engineering, Management Studies And Research- Nashik"
2010,Private,1,Computer Engineering,Home,ST,51,Nashik,"R. H.  Sapat College of Engineering, Management Studies And Research- Nashik"
2011,Private,1,Computer Engineering,Home,VJ,69,Nashik,"R. H.  Sapat College of Engineering, Management Studies And Research- Nashik"
2012,Private,1,Computer Engineering,Home,NT1,72,Nashik,"R. H.  Sapat College of Engineering, Management Studies And Research- Nashik"
2013,Private,1,Computer Engineering,Home,NT2,80,Nashik,"R. H.  Sapat College of Engineering, Management Studies And Research- Nashik"
2014,Private,1,Computer Engineering,Home,OBC,82,Nashik,"R. H.  Sapat College of Engineering, Management Studies And Research- Nashik"
2015,Private,1,Computer Engineering,Home,LOPEN,86,Nashik,"R. H.  Sapat College of Engineering, Management Studies And Research- Nashik"
2016,Private,1,Computer Engineering,Home,LOBC,84,Nashik,"R. H.  Sapat College of Engineering, Management Studies And Research- Nashik"
2017,Private,1,Electrical Engineering,Home,OPEN,35,Nashik,"R. H.  Sapat College of Engineering, Management Studies And Research- Nashik"
2018,Private,1,Electrical Engineering,Home,SC,18,Nashik,"R. H.  Sapat College of Engineering, Management Studies And Research- Nashik"
2019,Private,1,Electrical Engineering,Home,LOPEN,39,Nashik,"R. H.  Sapat College of Engineering, Management Studies And Research- Nashik"
2020,Private,1,Electrical Engineering,Home,LOBC,32,Nashik,"R. H.  Sapat College of Engineering, Management Studies And Research- Nashik"
2021,Private,1,Electronics and Telecommunication Eng,Home,OPEN,67,Nashik,"R. H.  Sapat College of Engineering, Management Studies And Research- Nashik"
2022,Private,1,Electronics and Telecommunication Eng,Home,SC,22,Nashik,"R. H.  Sapat College of Engineering, Management Studies And Research- Nashik"
2023,Private,1,Electronics and Telecommunication Eng,Home,NT1,45,Nashik,"R. H.  Sapat College of Engineering, Management Studies And Research- Nashik"
2024,Private,1,Electronics and Telecommunication Eng,Home,NT2,63,Nashik,"R. H.  Sapat College of Engineering, Management Studies And Research- Nashik"
2025,Private,1,Electronics and Telecommunication Eng,Home,OBC,66,Nashik,"R. H.  Sapat College of Engineering, Management Studies And Research- Nashik"
2026,Private,1,Electronics and Telecommunication Eng,Home,LOPEN,69,Nashik,"R. H.  Sapat College of Engineering, Management Studies And Research- Nashik"
2027,Private,1,Electronics and Telecommunication Eng,Home,LOBC,67,Nashik,"R. H.  Sapat College of Engineering, Management Studies And Research- Nashik"
2028,Private,1,Electronics and Telecommunication Eng,Other,VJ,51,Nashik,"R. H.  Sapat College of Engineering, Management Studies And Research- Nashik"
2029,Private,1,Mechanical Engineering,Home,OPEN,19,Nashik,"R. H.  Sapat College of Engineering, Management Studies And Research- Nashik"
2030,Private,1,Mechanical Engineering,Home,OBC,1,Nashik,"R. H.  Sapat College of Engineering, Management Studies And Research- Nashik"
2031,Private,1,Mechanical Engineering,Home,LOPEN,1,Nashik,"R. H.  Sapat College of Engineering, Management Studies And Research- Nashik"
2032,Private,1,Mechanical Engineering,Other,OPEN,2,Nashik,"R. H.  Sapat College of Engineering, Management Studies And Research- Nashik"
2033,Private,1,Civil Engineering,Home,OPEN,39,Nashik,"Shatabdi Institute of Engineering and Research - [SIER], Nashik"
2034,Private,1,Computer Engineering,Home,OPEN,61,Nashik,"Shatabdi Institute of Engineering and Research - [SIER], Nashik"
2035,Private,1,Computer Engineering,Home,LOPEN,61,Nashik,"Shatabdi Institute of Engineering and Research - [SIER], Nashik"
2036,Private,1,Electrical Engineering,Home,OPEN,17,Nashik,"Shatabdi Institute of Engineering and Research - [SIER], Nashik"
2037,Private,1,Electrical Engineering,Home,LOPEN,10,Nashik,"Shatabdi Institute of Engineering and Research - [SIER], Nashik"
2038,Private,1,Electrical Engineering,Other,OPEN,9,Nashik,"Shatabdi Institute of Engineering and Research - [SIER], Nashik"
2039,Private,1,Electronics and Telecommunication Engineering,Home,OPEN,33,Nashik,"Shatabdi Institute of Engineering and Research - [SIER], Nashik"
2040,Private,1,Electronics and Telecommunication Engineering,Home,LOPEN,46,Nashik,"Shatabdi Institute of Engineering and Research - [SIER], Nashik"
2041,Private,1,Electronics and Telecommunication Engineering,Other,OPEN,30,Nashik,"Shatabdi Institute of Engineering and Research - [SIER], Nashik"
2042,Private,1,Electronics and Telecommunication Engineering,Other,LOPEN,10,Nashik,"Shatabdi Institute of Engineering and Research - [SIER], Nashik"
2043,Private,1,Computer Engineering,Home,OPEN,81,Nashik,"Pune Vidyarthi Griha's College of Engineering & S.S. Dhamankar Institute of Management, Nashik"
2044,Private,1,Computer Engineering,Home,SC,61,Nashik,"Pune Vidyarthi Griha's College of Engineering & S.S. Dhamankar Institute of Management, Nashik"
2045,Private,1,Computer Engineering,Home,ST,36,Nashik,"Pune Vidyarthi Griha's College of Engineering & S.S. Dhamankar Institute of Management, Nashik"
2046,Private,1,Computer Engineering,Home,VJ,66,Nashik,"Pune Vidyarthi Griha's College of Engineering & S.S. Dhamankar Institute of Management, Nashik"
2047,Private,1,Computer Engineering,Home,NT1,67,Nashik,"Pune Vidyarthi Griha's College of Engineering & S.S. Dhamankar Institute of Management, Nashik"
2048,Private,1,Computer Engineering,Home,NT2,71,Nashik,"Pune Vidyarthi Griha's College of Engineering & S.S. Dhamankar Institute of Management, Nashik"
2049,Private,1,Computer Engineering,Home,OBC,79,Nashik,"Pune Vidyarthi Griha's College of Engineering & S.S. Dhamankar Institute of Management, Nashik"
