Unnamed: 0,institute_type,round_no,Branch,quota,category,Closing_CutOff,location,College Name
6071,Government,1,Food Technology,Home,OPEN,71,Jalgaon,Government College of Engineering 
6072,Government,1,Food Technology,Home,SC,51,Jalgaon,Government College of Engineering 
6073,Government,1,Food Technology,Home,NT1,54,Jalgaon,Government College of Engineering 
6074,Government,1,Food Technology,Home,OBC,44,Jalgaon,Government College of Engineering 
6075,Government,1,Food Technology,Home,LOPEN,39,Jalgaon,Government College of Engineering 
6076,Government,1,Food Technology,Home,LOBC,29,Jalgaon,Government College of Engineering 
6077,Government,1,Food Technology,Other,OPEN,79,Jalgaon,Government College of Engineering 
6078,Government,1,Food Technology,Other,SC,8,Jalgaon,Government College of Engineering 
6079,Government,1,Food Technology,Other,OBC,64,Jalgaon,Government College of Engineering 
6080,Government,1,Food Technology,Other,EWS,39,Jalgaon,Government College of Engineering 
6081,Government,1,Chemical Engineering,Home,OPEN,35,Jalgaon,Government College of Engineering 
6082,Government,1,Chemical Engineering,Home,SC,6,Jalgaon,Government College of Engineering 
6083,Government,1,Chemical Engineering,Home,OBC,7,Jalgaon,Government College of Engineering 
6084,Government,1,Chemical Engineering,Home,LOPEN,23,Jalgaon,Government College of Engineering 
6085,Government,1,Chemical Engineering,Home,LOBC,14,Jalgaon,Government College of Engineering 
6086,Government,1,Chemical Engineering,Other,OPEN,39,Jalgaon,Government College of Engineering 
6087,Government,1,Chemical Engineering,Other,OBC,25,Jalgaon,Government College of Engineering 
6088,Government,1,Chemical Engineering,Other,LOPEN,44,Jalgaon,Government College of Engineering 
6089,Government,1,Chemical Engineering,Other,LOBC,44,Jalgaon,Government College of Engineering 
6090,Government,1,Chemical Engineering,Other,EWS,31,Jalgaon,Government College of Engineering 
6091,Government,1,Plastic Technology,Other,OPEN,43,Jalgaon,Government College of Engineering 
6092,Government,1,Oils Fats and Waxes Technology,Other,OPEN,64,Jalgaon,Government College of Engineering 
6093,Government,1,Oils Fats and Waxes Technology,Other,EWS,46,Jalgaon,Government College of Engineering 
6094,Government,1,Paints Technology,Home,OPEN,51,Jalgaon,Government College of Engineering 
6095,Government,1,Paints Technology,Home,NT1,36,Jalgaon,Government College of Engineering 
6096,Government,1,Paints Technology,Home,OBC,48,Jalgaon,Government College of Engineering 
6097,Government,1,Paints Technology,Home,LOPEN,89,Jalgaon,Government College of Engineering 
6098,Government,1,Paints Technology,Other,OPEN,86,Jalgaon,Government College of Engineering 
6099,Government,1,Paints Technology,Other,OBC,67,Jalgaon,Government College of Engineering 
6100,Government,1,Paints Technology,Other,EWS,49,Jalgaon,Government College of Engineering 
6101,Government,1,Civil Engineering,Other,OPEN,57,Jalgaon,Government College of Engineering 
6102,Government,1,Civil Engineering,Other,SC,31,Jalgaon,Government College of Engineering 
6103,Government,1,Civil Engineering,Other,ST,29,Jalgaon,Government College of Engineering 
6104,Government,1,Civil Engineering,Other,VJ,50,Jalgaon,Government College of Engineering 
6105,Government,1,Civil Engineering,Other,NT1,53,Jalgaon,Government College of Engineering 
6106,Government,1,Civil Engineering,Other,NT2,52,Jalgaon,Government College of Engineering 
6107,Government,1,Civil Engineering,Other,NT3,36,Jalgaon,Government College of Engineering 
6108,Government,1,Civil Engineering,Other,OBC,49,Jalgaon,Government College of Engineering 
6109,Government,1,Civil Engineering,Other,LOPEN,60,Jalgaon,Government College of Engineering 
6110,Government,1,Civil Engineering,Other,LOBC,54,Jalgaon,Government College of Engineering 
6111,Government,1,Civil Engineering,Other,EWS,42,Jalgaon,Government College of Engineering 
6112,Government,1,Computer Engineering,Other,OPEN,92,Jalgaon,Government College of Engineering 
6113,Government,1,Computer Engineering,Other,SC,89,Jalgaon,Government College of Engineering 
6114,Government,1,Computer Engineering,Other,ST,57,Jalgaon,Government College of Engineering 
6115,Government,1,Computer Engineering,Other,VJ,89,Jalgaon,Government College of Engineering 
6116,Government,1,Computer Engineering,Other,NT1,90,Jalgaon,Government College of Engineering 
6117,Government,1,Computer Engineering,Other,NT2,92,Jalgaon,Government College of Engineering 
6118,Government,1,Computer Engineering,Other,NT3,87,Jalgaon,Government College of Engineering 
6119,Government,1,Computer Engineering,Other,OBC,90,Jalgaon,Government College of Engineering 
6120,Government,1,Computer Engineering,Other,LOPEN,91,Jalgaon,Government College of Engineering 
6121,Government,1,Computer Engineering,Other,LOBC,91,Jalgaon,Government College of Engineering 
6122,Government,1,Computer Engineering,Other,EWS,90,Jalgaon,Government College of Engineering 
6123,Government,1,Electrical Engineering,Other,OPEN,69,Jalgaon,Government College of Engineering 
6124,Government,1,Electrical Engineering,Other,SC,56,Jalgaon,Government College of Engineering 
6125,Government,1,Electrical Engineering,Other,ST,10,Jalgaon,Government College of Engineering 
6126,Government,1,Electrical Engineering,Other,VJ,67,Jalgaon,Government College of Engineering 
6127,Government,1,Electrical Engineering,Other,NT1,61,Jalgaon,Government College of Engineering 
6128,Government,1,Electrical Engineering,Other,NT2,52,Jalgaon,Government College of Engineering 
6129,Government,1,Electrical Engineering,Other,NT3,63,Jalgaon,Government College of Engineering 
6130,Government,1,Electrical Engineering,Other,OBC,61,Jalgaon,Government College of Engineering 
6131,Government,1,Electrical Engineering,Other,LOPEN,70,Jalgaon,Government College of Engineering 
6132,Government,1,Electrical Engineering,Other,LOBC,69,Jalgaon,Government College of Engineering 
6133,Government,1,Electrical Engineering,Other,EWS,64,Jalgaon,Government College of Engineering 
6134,Government,1,Electronic and Telecommunication,Other,OPEN,83,Jalgaon,Government College of Engineering 
6135,Government,1,Electronic and Telecommunication,Other,SC,73,Jalgaon,Government College of Engineering 
6136,Government,1,Electronic and Telecommunication,Other,ST,12,Jalgaon,Government College of Engineering 
6137,Government,1,Electronic and Telecommunication,Other,VJ,69,Jalgaon,Government College of Engineering 
6138,Government,1,Electronic and Telecommunication,Other,NT1,66,Jalgaon,Government College of Engineering 
6139,Government,1,Electronic and Telecommunication,Other,NT2,79,Jalgaon,Government College of Engineering 
6140,Government,1,Electronic and Telecommunication,Other,NT3,82,Jalgaon,Government College of Engineering 
6141,Government,1,Electronic and Telecommunication,Other,OBC,80,Jalgaon,Government College of Engineering 
6142,Government,1,Electronic and Telecommunication,Other,LOPEN,85,Jalgaon,Government College of Engineering 
6143,Government,1,Electronic and Telecommunication,Other,LOBC,82,Jalgaon,Government College of Engineering 
6144,Government,1,Electronic and Telecommunication,Other,EWS,80,Jalgaon,Government College of Engineering 
6145,Government,1,Instrumentation Engineering,Other,OPEN,8,Jalgaon,Government College of Engineering 
6146,Government,1,Instrumentation Engineering,Other,SC,1,Jalgaon,Government College of Engineering 
6147,Government,1,Instrumentation Engineering,Other,NT3,4,Jalgaon,Government College of Engineering 
6148,Government,1,Instrumentation Engineering,Other,LOPEN,5,Jalgaon,Government College of Engineering 
6149,Government,1,Instrumentation Engineering,Other,EWS,12,Jalgaon,Government College of Engineering 
6150,Government,1,Mechanical Engineering,Other,OPEN,64,Jalgaon,Government College of Engineering 
6151,Government,1,Mechanical Engineering,Other,SC,51,Jalgaon,Government College of Engineering 
6152,Government,1,Mechanical Engineering,Other,ST,6,Jalgaon,Government College of Engineering 
6153,Government,1,Mechanical Engineering,Other,VJ,56,Jalgaon,Government College of Engineering 
6154,Government,1,Mechanical Engineering,Other,NT1,52,Jalgaon,Government College of Engineering 
6155,Government,1,Mechanical Engineering,Other,NT2,60,Jalgaon,Government College of Engineering 
6156,Government,1,Mechanical Engineering,Other,NT3,43,Jalgaon,Government College of Engineering 
6157,Government,1,Mechanical Engineering,Other,OBC,60,Jalgaon,Government College of Engineering 
6158,Government,1,Mechanical Engineering,Other,LOPEN,38,Jalgaon,Government College of Engineering 
6159,Government,1,Mechanical Engineering,Other,LOBC,23,Jalgaon,Government College of Engineering 
6160,Government,1,Mechanical Engineering,Other,EWS,56,Jalgaon,Government College of Engineering 
6161,Private,1,Civil Engineering,Home,OPEN,12,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6162,Private,1,Civil Engineering,Home,VJ,10,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6163,Private,1,Civil Engineering,Home,OBC,2,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6164,Private,1,Civil Engineering,Home,LOPEN,35,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6165,Private,1,Civil Engineering,Home,LOBC,31,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6166,Private,1,Civil Engineering,Other,OPEN,12,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6167,Private,1,Civil Engineering,Other,OBC,1,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6168,Private,1,Civil Engineering,Other,LOPEN,17,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6169,Private,1,Civil Engineering,Other,LOBC,13,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6170,Private,1,Computer Engineering,Home,OPEN,75,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6171,Private,1,Computer Engineering,Home,SC,48,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6172,Private,1,Computer Engineering,Home,ST,0,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6173,Private,1,Computer Engineering,Home,VJ,67,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6174,Private,1,Computer Engineering,Home,NT1,64,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6175,Private,1,Computer Engineering,Home,NT2,64,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6176,Private,1,Computer Engineering,Home,NT3,59,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6177,Private,1,Computer Engineering,Home,OBC,74,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6178,Private,1,Computer Engineering,Home,LOPEN,79,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6179,Private,1,Computer Engineering,Home,LOBC,78,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6180,Private,1,Computer Engineering,Home,EWS,63,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6181,Private,1,Computer Engineering,Other,OPEN,64,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6182,Private,1,Computer Engineering,Other,SC,17,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6183,Private,1,Computer Engineering,Other,VJ,53,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6184,Private,1,Computer Engineering,Other,NT1,48,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6185,Private,1,Computer Engineering,Other,NT2,50,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6186,Private,1,Computer Engineering,Other,NT3,39,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6187,Private,1,Computer Engineering,Other,OBC,62,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6188,Private,1,Computer Engineering,Other,LOPEN,64,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6189,Private,1,Computer Engineering,Other,LOBC,50,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6190,Private,1,Electrical Engineering,Home,OPEN,28,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6191,Private,1,Electrical Engineering,Home,VJ,16,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6192,Private,1,Electrical Engineering,Home,NT1,5,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6193,Private,1,Electrical Engineering,Home,NT2,8,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6194,Private,1,Electrical Engineering,Home,NT3,1,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6195,Private,1,Electrical Engineering,Home,OBC,17,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6196,Private,1,Electrical Engineering,Home,LOPEN,42,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6197,Private,1,Electrical Engineering,Home,LOBC,35,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6198,Private,1,Electrical Engineering,Home,EWS,29,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6199,Private,1,Electrical Engineering,Other,OPEN,12,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6200,Private,1,Electrical Engineering,Other,LOPEN,30,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6201,Private,1,Electrical Engineering,Other,LOBC,18,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6202,Private,1,Electronics and Telecommunication,Home,OPEN,57,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6203,Private,1,Electronics and Telecommunication,Home,SC,33,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6204,Private,1,Electronics and Telecommunication,Home,VJ,54,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6205,Private,1,Electronics and Telecommunication,Home,NT2,42,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6206,Private,1,Electronics and Telecommunication,Home,OBC,54,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6207,Private,1,Electronics and Telecommunication,Home,LOPEN,69,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6208,Private,1,Electronics and Telecommunication,Home,LOBC,57,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6209,Private,1,Electronics and Telecommunication,Other,OPEN,45,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6210,Private,1,Electronics and Telecommunication,Other,OBC,45,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6211,Private,1,Electronics and Telecommunication,Other,LOPEN,39,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6212,Private,1,Electronics and Telecommunication,Other,EWS,36,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6213,Private,1,Chemical Engineering,Home,OPEN,8,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6214,Private,1,Chemical Engineering,Other,OPEN,14,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6215,Private,1,Mechanical Engineering,Home,OPEN,32,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6216,Private,1,Mechanical Engineering,Home,SC,5,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6217,Private,1,Mechanical Engineering,Home,ST,4,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6218,Private,1,Mechanical Engineering,Home,OBC,20,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6219,Private,1,Mechanical Engineering,Home,LOPEN,8,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6220,Private,1,Mechanical Engineering,Home,LOBC,19,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6221,Private,1,Mechanical Engineering,Other,OPEN,31,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6222,Private,1,Mechanical Engineering,Other,OBC,29,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6223,Private,1,Mechanical Engineering,Other,LOPEN,1,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6224,Private,1,Mechanical Engineering,Other,EWS,3,Jalgaon,"Shramasadhana Bombay Trust, College of Engineering&Technology"
6225,Private,1,Computer Engineering,Home,OPEN,59,Jalgaon,Khandesh College Education Society College of Engineering and Management
6226,Private,1,Computer Engineering,Home,SC,30,Jalgaon,Khandesh College Education Society College of Engineering and Management
6227,Private,1,Computer Engineering,Home,VJ,56,Jalgaon,Khandesh College Education Society College of Engineering and Management
6228,Private,1,Computer Engineering,Home,NT1,51,Jalgaon,Khandesh College Education Society College of Engineering and Management
6229,Private,1,Computer Engineering,Home,NT2,56,Jalgaon,Khandesh College Education Society College of Engineering and Management
6230,Private,1,Computer Engineering,Home,NT3,50,Jalgaon,Khandesh College Education Society College of Engineering and Management
6231,Private,1,Computer Engineering,Home,OBC,57,Jalgaon,Khandesh College Education Society College of Engineering and Management
6232,Private,1,Computer Engineering,Home,LOPEN,63,Jalgaon,Khandesh College Education Society College of Engineering and Management
6233,Private,1,Computer Engineering,Home,LOBC,59,Jalgaon,Khandesh College Education Society College of Engineering and Management
6234,Private,1,Computer Engineering,Other,OPEN,45,Jalgaon,Khandesh College Education Society College of Engineering and Management
6235,Private,1,Computer Engineering,Other,SC,36,Jalgaon,Khandesh College Education Society College of Engineering and Management
6236,Private,1,Computer Engineering,Other,VJ,20,Jalgaon,Khandesh College Education Society College of Engineering and Management
6237,Private,1,Computer Engineering,Other,NT3,12,Jalgaon,Khandesh College Education Society College of Engineering and Management
6238,Private,1,Computer Engineering,Other,OBC,32,Jalgaon,Khandesh College Education Society College of Engineering and Management
6239,Private,1,Computer Engineering,Other,LOPEN ,41,Jalgaon,Khandesh College Education Society College of Engineering and Management
6240,Private,1,Computer Engineering,Other,LOBC,25,Jalgaon,Khandesh College Education Society College of Engineering and Management
6241,Private,1,Computer Engineering,Other,EWS,39,Jalgaon,Khandesh College Education Society College of Engineering and Management
6242,Private,1,Electrical Engineering,Home,OPEN,5,Jalgaon,Khandesh College Education Society College of Engineering and Management
6243,Private,1,Electrical Engineering,Home,ST,2,Jalgaon,Khandesh College Education Society College of Engineering and Management
6244,Private,1,Electrical Engineering,Home,OBC,2,Jalgaon,Khandesh College Education Society College of Engineering and Management
6245,Private,1,Electrical Engineering,Home,LOPEN,10,Jalgaon,Khandesh College Education Society College of Engineering and Management
6246,Private,1,Electrical Engineering,Other,LOPEN,41,Jalgaon,Khandesh College Education Society College of Engineering and Management
6247,Private,1,Mechanical Engineering,Home,OPEN,4,Jalgaon,Khandesh College Education Society College of Engineering and Management
6248,Private,1,Electronics and Telecommunication,Home,OPEN,29,Jalgaon,Khandesh College Education Society College of Engineering and Management
6249,Private,1,Electronics and Telecommunication,Home,SC,20,Jalgaon,Khandesh College Education Society College of Engineering and Management
6250,Private,1,Electronics and Telecommunication,Home,ST,22,Jalgaon,Khandesh College Education Society College of Engineering and Management
6251,Private,1,Electronics and Telecommunication,Home,NT1,4,Jalgaon,Khandesh College Education Society College of Engineering and Management
6252,Private,1,Electronics and Telecommunication,Home,OBC,17,Jalgaon,Khandesh College Education Society College of Engineering and Management
6253,Private,1,Electronics and Telecommunication,Home,LOPEN,33,Jalgaon,Khandesh College Education Society College of Engineering and Management
6254,Private,1,Electronics and Telecommunication,Home,LOBC,25,Jalgaon,Khandesh College Education Society College of Engineering and Management
6255,Private,1,Electronics and Telecommunication,Other,OPEN,10,Jalgaon,Khandesh College Education Society College of Engineering and Management
6256,Private,1,Electronics and Telecommunication,Other,LOPEN,14,Jalgaon,Khandesh College Education Society College of Engineering and Management
6257,Private,1,Electronics and Telecommunication,Other,LOBC,5,Jalgaon,Khandesh College Education Society College of Engineering and Management
6258,Private,1,Electronics and Telecommunication,Other,EWS,1,Jalgaon,Khandesh College Education Society College of Engineering and Management
6259,Private,1,Civil Engineering,Other,OPEN,2,Jalgaon,G H Raisoni Institute of Engineering and business management
6260,Private,1,Civil Engineering,Other,LOPEN,1,Jalgaon,G H Raisoni Institute of Engineering and business management
6261,Private,1,Computer Science and Engineering,Other,OPEN,2,Jalgaon,G H Raisoni Institute of Engineering and business management
6262,Private,1,Computer Science and Engineering,Other,LOPEN,1,Jalgaon,G H Raisoni Institute of Engineering and business management
6263,Private,1,Information Technology,Other,OPEN,74,Jalgaon,G H Raisoni Institute of Engineering and business management
6264,Private,1,Information Technology,Other,LOPEN,74,Jalgaon,G H Raisoni Institute of Engineering and business management
6265,Private,1,Electrical Engineering,Other,OPEN,27,Jalgaon,G H Raisoni Institute of Engineering and business management
6266,Private,1,Electrical Engineering,Other,LOPEN,13,Jalgaon,G H Raisoni Institute of Engineering and business management
6267,Private,1,Electronics and telecommunication,Other,OPEN,50,Jalgaon,G H Raisoni Institute of Engineering and business management
6268,Private,1,Electronics and telecommunication,Other,LOPEN,46,Jalgaon,G H Raisoni Institute of Engineering and business management
6269,Private,1,Mechanical Engineering,Other,OPEN,12,Jalgaon,G H Raisoni Institute of Engineering and business management
6270,Private,1,Mechanical Engineering,Other,LOPEN,53,Jalgaon,G H Raisoni Institute of Engineering and business management
6271,Private,1,Computer science and engineering(Artificial intelligence and Machine learning),Other,OPEN,46,Jalgaon,G H Raisoni Institute of Engineering and business management
6272,Private,1,Computer science and engineering(Artificial intelligence and Machine learning),Other,LOPEN,44,Jalgaon,G H Raisoni Institute of Engineering and business management
6273,Private,1,Computer science and engineering(Data Science),Other,OPEN,61,Jalgaon,G H Raisoni Institute of Engineering and business management
6274,Private,1,Computer science and engineering(Data Science),Other,LOPEN,61,Jalgaon,G H Raisoni Institute of Engineering and business management
6275,Private,1,Computer science and engineering(Artificial intelligence ),Other,OPEN,57,Jalgaon,G H Raisoni Institute of Engineering and business management
6276,Private,1,Computer science and engineering(Artificial intelligence ),Other,LOPEN,57,Jalgaon,G H Raisoni Institute of Engineering and business management
6277,Private,1,Computer science and engineering(Artificial intelligence ),Home,OPEN,60,Jalgaon,Godavari Foundation's Godavari College of Engineering
6278,Private,1,Computer Engineering,Home,SC,13,Jalgaon,Godavari Foundation's Godavari College of Engineering
6279,Private,1,Computer Engineering,Home,ST,17,Jalgaon,Godavari Foundation's Godavari College of Engineering
6280,Private,1,Computer Engineering,Home,VJ,44,Jalgaon,Godavari Foundation's Godavari College of Engineering
6281,Private,1,Computer Engineering,Home,NT1,38,Jalgaon,Godavari Foundation's Godavari College of Engineering
6282,Private,1,Computer Engineering,Home,NT2,54,Jalgaon,Godavari Foundation's Godavari College of Engineering
6283,Private,1,Computer Engineering,Home,NT3,43,Jalgaon,Godavari Foundation's Godavari College of Engineering
6284,Private,1,Computer Engineering,Home,OBC,56,Jalgaon,Godavari Foundation's Godavari College of Engineering
6285,Private,1,Computer Engineering,Home,LOPEN,66,Jalgaon,Godavari Foundation's Godavari College of Engineering
6286,Private,1,Computer Engineering,Home,LOBC,61,Jalgaon,Godavari Foundation's Godavari College of Engineering
6287,Private,1,Computer Engineering,Other,OPEN,43,Jalgaon,Godavari Foundation's Godavari College of Engineering
6288,Private,1,Computer Engineering,Other,SC,12,Jalgaon,Godavari Foundation's Godavari College of Engineering
6289,Private,1,Computer Engineering,Other,VJ,20,Jalgaon,Godavari Foundation's Godavari College of Engineering
6290,Private,1,Computer Engineering,Other,OBC,35,Jalgaon,Godavari Foundation's Godavari College of Engineering
6291,Private,1,Computer Engineering,Other,LOPEN,54,Jalgaon,Godavari Foundation's Godavari College of Engineering
6292,Private,1,Computer Engineering,Other,LOBC,44,Jalgaon,Godavari Foundation's Godavari College of Engineering
6293,Private,1,Computer Engineering,Other,EWS,39,Jalgaon,Godavari Foundation's Godavari College of Engineering
6294,Private,1,Electrical Engineering,Home,OPEN,4,Jalgaon,Godavari Foundation's Godavari College of Engineering
6295,Private,1,Electrical Engineering,Home,LOPEN,29,Jalgaon,Godavari Foundation's Godavari College of Engineering
6296,Private,1,Electrical Engineering,Other,OPEN,23,Jalgaon,Godavari Foundation's Godavari College of Engineering
6297,Private,1,Electrical Engineering,Other,EWS,6,Jalgaon,Godavari Foundation's Godavari College of Engineering
6298,Private,1,Electronics & telecommunication,Home,OPEN,44,Jalgaon,Godavari Foundation's Godavari College of Engineering
6299,Private,1,Electronics & telecommunication,Home,SC,10,Jalgaon,Godavari Foundation's Godavari College of Engineering
6300,Private,1,Electronics & telecommunication,Home,VJ,8,Jalgaon,Godavari Foundation's Godavari College of Engineering
6301,Private,1,Electronics & telecommunication,Home,NT2,7,Jalgaon,Godavari Foundation's Godavari College of Engineering
6302,Private,1,Electronics & telecommunication,Home,OBC,36,Jalgaon,Godavari Foundation's Godavari College of Engineering
6303,Private,1,Electronics & telecommunication,Home,LOPEN,43,Jalgaon,Godavari Foundation's Godavari College of Engineering
6304,Private,1,Electronics & telecommunication,Home,LOBC,35,Jalgaon,Godavari Foundation's Godavari College of Engineering
6305,Private,1,Electronics & telecommunication,Other,OPEN,33,Jalgaon,Godavari Foundation's Godavari College of Engineering
6306,Private,1,Electronics & telecommunication,Other,OBC,19,Jalgaon,Godavari Foundation's Godavari College of Engineering
6307,Private,1,Electronics & telecommunication,Other,LOPEN,34,Jalgaon,Godavari Foundation's Godavari College of Engineering
6308,Private,1,Electronics & telecommunication,Other,EWS,12,Jalgaon,Godavari Foundation's Godavari College of Engineering
6309,Private,1,Mechanical Engineering,Home,OPEN,1,Jalgaon,Godavari Foundation's Godavari College of Engineering
6310,Private,1,Mechanical Engineering,Home,LOPEN,7,Jalgaon,Godavari Foundation's Godavari College of Engineering
6311,Private,1,Civil Engineering,Home,OPEN,3,Jalgaon,"College of Engineering Technology, North Maharastra Knowledge City"
6312,Private,1,Computer Engineering,Home,OPEN,57,Jalgaon,"College of Engineering Technology, North Maharastra Knowledge City"
6313,Private,1,Computer Engineering,Home,SC,46,Jalgaon,"College of Engineering Technology, North Maharastra Knowledge City"
6314,Private,1,Computer Engineering,Home,ST,54,Jalgaon,"College of Engineering Technology, North Maharastra Knowledge City"
6315,Private,1,Computer Engineering,Home,NT1,35,Jalgaon,"College of Engineering Technology, North Maharastra Knowledge City"
6316,Private,1,Computer Engineering,Home,NT2,8,Jalgaon,"College of Engineering Technology, North Maharastra Knowledge City"
6317,Private,1,Computer Engineering,Home,OBC,56,Jalgaon,"College of Engineering Technology, North Maharastra Knowledge City"
6318,Private,1,Computer Engineering,Home,LOPEN,65,Jalgaon,"College of Engineering Technology, North Maharastra Knowledge City"
6319,Private,1,Computer Engineering,Home,LOBC,56,Jalgaon,"College of Engineering Technology, North Maharastra Knowledge City"
6320,Private,1,Computer Engineering,Other,OPEN,59,Jalgaon,"College of Engineering Technology, North Maharastra Knowledge City"
6321,Private,1,Computer Engineering,Other,SC,50,Jalgaon,"College of Engineering Technology, North Maharastra Knowledge City"
6322,Private,1,Computer Engineering,Other,OBC,56,Jalgaon,"College of Engineering Technology, North Maharastra Knowledge City"
6323,Private,1,Computer Engineering,Other,LOPEN,67,Jalgaon,"College of Engineering Technology, North Maharastra Knowledge City"
6324,Private,1,Computer Engineering,Other,EWS,56,Jalgaon,"College of Engineering Technology, North Maharastra Knowledge City"
6325,Private,1,Electrical Engineering,Home,OPEN,1,Jalgaon,"College of Engineering Technology, North Maharastra Knowledge City"
6326,Private,1,Electrical Engineering,Other,OPEN,1,Jalgaon,"College of Engineering Technology, North Maharastra Knowledge City"
6327,Private,1,Mechanical Engineering,Home,OPEN,2,Jalgaon,"College of Engineering Technology, North Maharastra Knowledge City"
6328,Private,1,Chemical Engineering,Other,OPEN,94,Jalna,"Institute of Chemical Technology, Mumbai Marathwada off Campus"
6329,Private,1,Chemical Engineering,Other,SC,84,Jalna,"Institute of Chemical Technology, Mumbai Marathwada off Campus"
6330,Private,1,Chemical Engineering,Other,ST,3,Jalna,"Institute of Chemical Technology, Mumbai Marathwada off Campus"
6331,Private,1,Chemical Engineering,Other,VJ,71,Jalna,"Institute of Chemical Technology, Mumbai Marathwada off Campus"
6332,Private,1,Chemical Engineering,Other,NT1,83,Jalna,"Institute of Chemical Technology, Mumbai Marathwada off Campus"
6333,Private,1,Chemical Engineering,Other,NT2,94,Jalna,"Institute of Chemical Technology, Mumbai Marathwada off Campus"
6334,Private,1,Chemical Engineering,Other,LOPEN,93,Jalna,"Institute of Chemical Technology, Mumbai Marathwada off Campus"
